,transcriptid
226722,724809
226723,772925
226724,811561
226725,856290
226726,896146
226727,948867
226728,975789
226729,1032538
226730,1080773
226731,1151921
226732,1198749
226733,1270429
226734,1346043
226735,1452117
226736,1537521
226737,1605189
226738,1679960
226739,1722936
226740,1758288
226741,1809581
226742,1851034
226932,67088
226933,606961
226934,635564
226935,683168
226936,724729
227089,12542
227090,195033
227091,282277
227092,287659
227093,343817
227094,369669
227095,390629
227096,413703
227097,453286
227098,493494
227099,542572
227100,621728
227101,680191
227102,731471
227103,745838
227104,765337
227105,858885
227106,914953
227107,934875
227108,994489
227109,1095074
227110,1152432
227111,1210886
227112,1215889
227113,1282717
227114,1309327
227115,1352369
227116,1427309
227117,1470780
227118,1479957
227119,1483828
227120,1544908
227121,1559484
227122,1596324
227123,1618240
227124,1634874
227125,1634886
227126,1697357
227127,1756249
227128,1818349
227131,349582
227132,349820
227133,349910
227134,349951
227135,349981
227136,350147
227137,387345
227138,420003
227139,427506
227140,459591
227141,479491
227142,502663
227143,544994
227144,552402
227145,592236
227146,598232
227147,625208
227148,673409
227149,721722
227150,772108
227151,806083
227152,847441
227153,888933
227154,951640
227155,977692
227156,1030774
227157,1079099
227158,1154615
227159,1194019
227160,1309412
227165,111898
227166,129196
227167,157970
227168,192615
227169,277025
227170,305285
227171,386959
227172,434231
227173,473767
227174,505031
227175,545443
227176,603439
227177,634050
227178,680894
227179,733690
227180,782040
227181,807336
227182,855048
227183,898054
227184,951462
227185,978523
227186,1030336
227187,1080457
227188,1156186
227189,1203081
227190,1273267
227191,1338699
227238,482743
227239,483237
227240,483350
227241,483617
227242,493982
227243,517784
227244,540283
227245,560581
227246,584300
227247,585651
227248,623620
227249,668532
227250,694028
227251,718407
227252,737721
227253,759172
227254,762877
227255,778987
227256,800258
227257,842293
227258,859856
227259,866456
227260,876303
227261,886572
227262,929937
227263,937204
227264,946231
227265,957269
227266,1020902
227267,1768802
227268,1770126
227489,89431
227490,92290
227491,92703
227492,97291
227493,111872
227494,121644
227495,169187
227496,183738
227497,192819
227498,259617
227499,278324
227500,297203
227501,316497
227502,338849
227503,374548
227504,415940
227505,430749
227506,452858
227507,473989
227508,493644
227509,537289
227510,585166
227511,603429
227512,645810
227513,669552
227514,713347
227515,765118
227516,774148
227517,781190
227518,804064
227519,861842
227520,891328
227521,936232
227522,951578
227523,996112
227524,999550
227525,1022434
227526,1073594
227527,1091325
227528,1135980
227529,1151983
227530,1194765
227531,1222657
227532,1268455
227533,1333453
227534,1394079
227535,1416558
227536,1452663
227537,1484148
227538,1531753
227539,1603082
227540,1659607
227541,1681330
227542,1724617
227543,1757541
227544,1757790
227545,1812164
227546,1848505
227590,676480
227591,684729
227592,684935
227593,688243
227594,724905
227595,765393
227596,812941
227597,819317
227598,851882
227599,894472
227600,935224
227601,938789
227602,982188
227603,996028
227659,321449
227660,352003
227661,402935
227662,414056
227663,426103
227664,473496
227665,474854
227666,509623
227667,524496
227668,555179
227669,559239
227670,593699
227671,645310
227672,688262
227673,734769
227674,737455
227675,772284
227676,823449
227677,825728
227678,863146
227679,872736
227680,907082
227681,909160
227682,912471
227683,941829
227684,944676
227685,993333
227686,994829
227687,1039532
227688,1095004
227689,1112651
227690,1143074
227691,1145875
227692,1217227
227693,1222866
227694,1287964
227695,1341702
227696,1341996
227697,1353091
227698,1355396
227699,1359103
227700,1359713
227701,1409518
227702,1425364
227703,1482066
227704,1548374
227705,1625230
227706,1626578
227707,1628233
227708,1677827
227709,1719112
227710,1756984
227711,1758216
227712,1831268
227713,1838357
227751,64175
227752,79275
227753,86215
227754,99188
227755,124420
227756,162356
227757,175847
227758,188166
227759,215795
227760,305330
227761,345542
227762,383952
227763,413565
227764,462379
227765,500681
227766,549236
227767,578422
227768,629673
227769,680007
227770,701221
227771,722097
227772,752577
227773,823572
227774,847134
227775,853349
227776,877185
227777,888867
227778,923312
227779,958055
227780,968963
227781,1022681
227782,1066599
227783,1120146
227784,1238320
227785,1259541
227786,1320211
227787,1377014
227788,1495204
227789,1537976
227790,1554124
227791,1582342
227792,1644559
227793,1748634
227794,1790209
227795,1849757
227796,5706
227797,11996
227798,14402
227799,17953
227800,24005
227801,36481
227802,44183
227803,53737
227804,60659
227805,74052
227806,86095
227807,111320
227808,114763
227809,124727
227810,155966
227811,175992
227812,186514
227813,189087
227814,268541
227815,301190
227816,343532
227817,352203
227818,357012
227819,359541
227820,383758
227821,390126
227822,394077
227823,401083
227824,426139
227825,432617
227826,460963
227827,468279
227828,472386
227829,476550
227830,503554
227831,517828
227832,532111
227833,550412
227834,551854
227835,566805
227836,574755
227837,593697
227838,629593
227839,642894
227840,678081
227841,691748
227842,694226
227843,723495
227844,727952
227845,745080
227846,770657
227847,779798
227848,807923
227849,817779
227850,861858
227851,870943
227852,894734
227853,917149
227854,941841
227855,952322
227856,975401
227857,982267
227858,990237
227859,996178
227860,1007278
227861,1033260
227862,1038086
227863,1044167
227875,1333747
227881,159888
227919,2672
227920,14424
227932,1618
227933,10698
227934,16654
227935,28403
227936,40630
227937,52889
227938,59459
227939,71829
227940,84553
227941,107592
227942,126003
227943,146590
227944,212713
227945,273793
227946,293736
227947,329138
227948,368459
227949,417393
227950,428427
227951,447718
227952,479043
227953,493836
227954,538514
227955,581598
227956,623526
227957,667004
227958,711879
227959,759896
227960,801420
227961,840594
227962,883146
227963,934181
227964,971689
227965,1031622
227966,1071208
227967,1132833
227968,1174797
227969,1254961
227970,1316488
227971,1392083
227972,1441220
227973,1523319
227974,1592118
227975,1664858
227976,1716843
227977,1812295
227978,1851159
227987,3396
227988,9988
227989,14556
227990,15391
227991,24199
227992,25130
228058,324209
228059,324248
228060,324281
228061,334882
228062,355101
228063,358227
228064,372861
228065,390294
228066,390698
228067,418687
228068,451501
228069,474939
228070,491101
228071,536364
228072,584367
228073,604257
228074,612212
228075,647461
228076,663315
228077,711396
228078,737734
228079,760491
228080,783595
228081,795893
228082,825280
228083,840620
228084,869623
228085,882366
228086,901690
228087,929487
228088,963145
228089,1019582
228090,1060909
228091,1155618
228092,1172927
228093,1182212
228094,1207323
228095,1262388
228096,1328493
228097,1393551
228098,1422569
228099,1445970
228100,1525296
228101,1589667
228102,1620718
228103,1671624
228104,1692295
228105,1703061
228106,1800936
228107,1852046
228108,1858013
228109,59511
228110,106301
228111,126657
228112,152949
228113,182375
228114,209259
228115,264884
228116,282374
228117,282673
228118,284031
228119,310496
228120,314757
228121,344922
228122,346105
228123,350967
228124,359671
228125,385955
228126,389729
228127,390878
228128,400710
228129,424853
228130,451957
228131,468321
228132,468331
228133,477047
228134,503133
228135,548796
228136,552492
228137,558055
228138,568127
228139,593460
228140,622047
228141,651621
228142,673275
228143,716936
228144,729275
228145,745177
228146,772182
228147,780417
228148,790022
228149,803050
228150,828689
228151,828750
228152,845330
228153,863924
228154,888207
228155,901008
228156,904052
228157,917384
228158,943025
228159,952224
228160,972508
228161,985290
228162,998528
228163,1768371
228205,1313132
228206,1361546
228207,1384210
228208,1499410
228209,1541592
228210,1634664
228211,1652542
228212,1743428
228213,1832240
228222,1460760
228223,1485580
228224,1491532
228225,1610196
228226,1630863
228227,1692438
228228,1734609
228229,1763808
228230,1807218
228231,1859867
228244,362583
228245,362706
228246,362729
228247,362740
228248,362980
228249,363073
228258,11293
228259,14336
228260,17915
228261,23886
228262,30156
228263,45825
228264,54358
228265,65914
228266,73189
228267,87537
228268,111629
228269,127440
228270,156398
228289,1607286
228290,1613680
228291,1660575
228292,1688570
228293,1694467
228294,1694506
228295,1716772
228296,1731785
228297,1740252
228298,1750445
228299,1770082
228300,1801808
228301,1807836
228302,1858513
228303,2982
228304,2983
228305,11139
228306,14905
228307,17789
228308,21670
228309,28955
228310,40677
228311,52558
228312,59779
228313,73961
228314,85685
228315,109992
228316,126644
228317,152894
228318,204824
228319,282346
228320,282984
228321,283308
228322,283772
228323,304037
228324,311677
228325,345572
228326,345965
228327,377784
228328,401250
228329,431047
228330,449995
228331,456235
228332,465121
228333,467963
228334,471737
228335,498964
228336,550454
228337,552493
228338,567482
228339,598967
228340,632448
228341,639008
228342,639291
228343,642676
228344,680178
228345,726252
228346,727847
228347,745330
228348,778303
228349,811726
228350,814483
228351,820834
228352,828699
228353,852147
228354,894802
228355,943189
228356,948081
228357,976448
228358,984004
228359,989164
228360,1027744
228361,1080709
228362,1100836
228363,1110258
228364,1144045
228365,1196312
228366,1216933
228367,1244369
228368,1247579
228369,1270660
228370,1335670
228371,1361614
228372,1366899
228373,1388088
228374,1411509
228375,1451496
228376,1475895
228377,1502269
228378,1531908
228379,1542328
228380,1551758
228381,1559132
228382,1559230
228383,1560993
228384,1561089
228385,1600046
228386,1635664
228387,1667520
228388,1724098
228389,1751262
228390,1770891
228391,1831919
228392,1856256
228420,483787
228421,483932
228422,483951
228423,484418
228424,501937
228425,546172
228426,604061
228427,634086
228428,679364
228429,718383
228430,774816
228431,804234
228432,851121
228433,894533
228434,943066
228435,973882
228436,1024548
228437,1077150
228438,1143257
228439,1197828
228440,1320122
228441,1333344
228442,1453076
228443,1556461
228444,1561558
228445,1592233
228446,1674511
228447,1770294
228448,1791025
228449,1855304
228450,2325
228451,2326
228452,2327
228453,11167
228454,14532
228455,21711
228456,24407
228457,29191
228458,41974
228459,55435
228460,60061
228461,73935
228462,86174
228463,106432
228464,126259
228465,147517
228466,208704
228467,284554
228468,289449
228469,314522
228470,331200
228471,369652
228472,419763
228473,447621
228474,488322
228475,515843
228476,539465
228477,588223
228478,621230
228479,660994
228480,689821
228481,710514
228482,772293
228483,832330
228484,847148
228485,867101
228486,873944
228487,895813
228488,944174
228489,980665
228490,1024629
228491,1082326
228492,1149315
228493,1279157
228494,1339328
228495,1406590
228496,1427014
228497,1458078
228498,1536661
228499,1554366
228500,1604051
228501,1679749
228502,1751296
228503,1812674
228504,1845752
228509,4220
228510,11521
228511,14801
228512,16304
228513,23347
228514,29167
228515,44331
228516,48432
228517,66233
228518,72588
228519,87012
228520,100636
228521,132054
228522,138817
228523,152540
228524,159701
228525,183713
228526,217987
228527,312694
228528,338246
228529,338297
228530,377106
228531,408333
228532,469325
228533,492244
228534,495397
228535,539358
228536,575232
228537,640345
228538,666487
228539,672183
228540,717063
228541,751691
228542,817951
228543,855452
228544,862366
228545,897135
228546,923260
228547,988805
228548,1020639
228549,1029302
228550,1082372
228551,1117712
228595,4600
228596,4601
228597,4602
228598,12324
228599,15408
228600,33924
228601,45412
228602,53993
228603,65691
228604,78819
228605,84317
228606,91420
228607,111688
228608,128533
228609,129456
228610,137588
228611,147578
228612,156815
228613,169033
228614,184070
228615,191381
228616,205609
228617,265568
228618,274904
228619,279118
228620,283945
228621,284091
228622,306524
228623,308687
228624,320753
228625,325703
228626,340925
228627,360111
228628,389481
228629,397912
228630,401444
228631,415512
228632,431198
228633,436497
228634,441632
228635,476325
228636,478886
228637,505021
228638,520024
228639,522275
228640,550432
228641,565223
228642,605005
228643,609787
228644,637925
228645,653013
228646,697049
228647,731573
228648,745046
228649,762768
228650,785464
228651,821257
228652,830680
228653,873352
228654,875342
228655,900058
228656,917569
228657,954902
228658,987426
228659,1003049
228660,1006507
228661,1087105
228662,1087291
228663,1113042
228664,1155342
228665,1163500
228666,1183653
228667,1306721
228668,1350193
228669,1369044
228670,1369045
228671,1370367
228672,1424854
228673,1471412
228674,1478288
228675,1495092
228676,1561183
228677,1605090
228678,1612642
228679,1637117
228680,1676932
228681,1694545
228682,1741411
228683,1759422
228684,1767827
228685,1767994
228686,1829693
228802,15626
228803,20405
228804,33141
228805,43917
228806,49946
228807,57837
228808,89483
228809,96904
228810,120924
228811,158176
228812,199800
228813,216354
228814,299381
228815,399586
228831,12381
228832,74633
228833,109704
228834,127918
228835,156702
228836,205617
228837,284059
228838,308630
228839,347664
228840,389665
228841,444021
228842,466736
228843,505734
228844,552923
228845,604023
228846,632079
228847,680155
228848,743402
228849,780411
228850,807617
228851,851836
228852,894671
228853,947394
228854,974989
228855,1026470
228856,1082433
228857,1153520
228858,1194424
228859,1268394
228860,1333470
228861,1357863
228862,1409788
228863,1450844
228864,1491285
228865,1534685
228866,1551150
228867,1573097
228868,1612228
228869,1679167
228870,1739435
228871,1761333
228872,1768257
228873,1803417
229300,12246
229301,15119
229302,17141
229303,21722
229304,33427
229305,39176
229306,48974
229307,59854
229308,78825
229309,87301
229310,100576
229311,126845
229312,169311
229313,258375
229314,279074
229315,308973
229316,361116
229317,386104
229318,412119
229319,458363
229320,520705
229321,548458
229322,573479
229323,631614
229324,694798
229325,730783
229326,762177
229327,815894
229328,869668
229329,903894
229330,933272
229331,983939
229332,1051482
229333,1087307
229334,1132079
229335,1210102
229343,7638
229344,7639
229345,12202
229346,14708
229347,14815
229348,21449
229349,24791
229350,28335
229351,43673
229352,52310
229353,59303
229354,71754
229355,84661
229356,109253
229357,126451
229358,150410
229359,279175
229360,283548
229361,299420
229362,337929
229363,374439
229364,430333
229365,461985
229366,1205455
229367,1268967
229368,1334489
229369,1371134
229370,1453915
229371,1534565
229372,1563305
229373,1608803
229374,1684847
229375,1724325
229376,1812187
229377,1849303
229453,112543
229454,129719
229455,159669
229456,192981
229457,281334
229458,305306
229459,343581
229460,384315
229461,432228
229462,462633
229463,503347
229464,550525
229465,607332
229466,633353
229467,683805
229468,730702
229469,786868
229470,13725
229471,17192
229472,18350
229473,18351
229474,20984
229475,32675
229476,39618
229477,51795
229478,60287
229479,72748
229480,83486
229481,106973
229482,120274
229483,153749
229484,168004
229485,169133
229486,184828
229487,268420
229488,298259
229489,317269
229490,339961
229491,354662
229492,377147
229493,426771
229494,449216
229495,466795
229496,471624
229497,490008
229498,515302
229499,541037
229500,601781
229501,623084
229502,634522
229503,635395
229504,665588
229505,676344
229506,689789
229507,697728
229509,126902
229510,156313
229511,279450
229512,283546
229513,309262
229514,334830
229515,386131
229516,423825
229517,456937
229518,503378
229519,548645
229520,594732
229521,630377
229522,654583
229523,683128
229524,725712
229525,773583
229526,795224
229527,813095
229528,854288
229529,889571
229530,947756
229531,980758
229532,1035029
229533,1085201
229534,1164730
229535,1209645
229536,1282509
229537,1497626
229585,322109
229586,322162
229587,322343
229588,322354
229589,341739
229590,378737
229591,416969
229592,438257
229593,463185
229594,498901
229595,542518
229596,584371
229597,602967
229598,629735
229599,666949
229600,674995
229601,721705
229602,786975
229603,789133
229604,813181
229605,849013
229606,891233
229607,932578
229608,971737
229609,1027565
229610,1070459
229611,1130041
229612,1155375
229613,1195339
229614,1277674
229615,1341816
229616,1385256
229617,1457989
229618,1552507
229619,1563757
229620,1563856
229621,1567067
229622,1613190
229623,1614672
229624,1635533
229625,1672479
229626,1674061
229627,1675543
229628,1738700
229629,1803340
229630,1860600
229662,108143
229663,126666
229664,151599
229665,210481
229666,281629
229667,282384
229668,282471
229669,294650
229670,337965
229671,341295
229672,377772
229673,425952
229674,453851
229675,469651
229676,471271
229677,497172
229678,540912
229679,593806
229680,623584
229681,654122
229682,671532
229683,735839
229684,770518
229685,800044
229686,831451
229687,848762
229688,870908
229689,872940
229690,887994
229691,939573
229692,968413
229693,1019772
229694,1064847
229695,1147055
229696,1183186
229697,1258758
229698,1319464
229699,1361112
229700,1400381
229701,1439291
229702,1510135
229703,1579071
229704,1676939
229705,1707608
229706,1796123
229707,1842935
229786,36346
229787,60801
229788,73531
229789,84436
229790,107603
229791,121867
229792,150797
229793,182676
229794,190946
229795,195153
229796,272129
229797,276265
229798,294411
229799,309851
229800,342799
229801,378334
229802,432019
229803,456579
229804,482670
229805,498457
229806,541901
229807,552427
229808,600839
229809,632251
229810,645176
229811,677858
229812,720846
229813,780447
229814,803936
229815,815413
229816,848322
229817,894401
229818,971541
229819,989147
229820,1022555
229821,1082230
229822,1153237
229823,1168926
229824,1186326
229825,1210830
229826,1256347
229827,1321554
229828,1408203
229829,1446653
229830,1461353
229831,1521522
229832,1601344
229833,1688880
229834,1745448
229835,1761107
229836,1767133
229837,1817595
229838,1851197
229839,4926
229840,4927
229841,11903
229842,14667
229843,23003
229844,24643
229845,30590
229846,41774
229847,53050
229848,63103
229849,75195
229850,87085
229851,109978
229852,135472
229853,159556
229854,189128
229855,272468
229856,301197
229857,340012
229858,377715
229859,430948
229860,453700
229861,497495
229862,526348
229863,540934
229864,598268
229865,629463
229866,673326
229867,720018
229868,782361
229869,809783
229870,853507
229871,898602
229872,951608
229873,976508
229874,1030560
229875,1076668
229876,1159940
229877,1421364
229968,94395
229969,94489
229970,103404
229971,117940
229972,151046
229973,182674
229974,197122
229975,203797
229976,259142
229977,276503
229978,283807
229979,294634
229980,309791
229981,321928
229982,336090
229983,355050
229984,377550
229985,393480
229986,401294
229987,414642
229988,421713
229989,459036
229990,468795
229991,498899
229992,516897
229993,542482
229994,581604
229995,626716
229996,642205
229997,676436
229998,719959
229999,759108
230000,804559
230001,853256
230002,896196
230003,943176
230004,973196
230005,1767059
230023,321562
230024,333779
230025,357242
230026,377466
230027,408409
230028,426963
230029,451951
230030,467703
230031,491160
230032,533517
230033,555592
230034,564876
230035,574793
230036,598013
230037,620724
230038,664776
230039,717073
230040,756526
230041,781294
230042,801396
230043,843744
230044,886493
230045,932487
230046,968575
230047,1019664
230048,1073301
230049,1136573
230050,1195722
230051,1254064
230052,1323898
230053,1402140
230054,1446346
230055,1512325
230056,1570955
230057,1588839
230058,1658240
230059,1705987
230060,1769249
230061,1780236
230062,1843285
230113,332514
230114,402936
230115,407345
230116,426931
230117,454279
230118,489211
230119,537851
230120,559249
230121,574306
230122,581621
230123,588425
230124,606292
230125,614405
230126,642984
230127,661961
230128,711917
230129,736745
230130,750581
230131,760216
230132,774296
230133,792437
230134,819158
230135,829255
230136,842175
230137,894145
230138,912588
230139,929901
230140,947346
230141,951299
230142,1001382
230143,1073238
230144,1123002
230145,1147561
230146,1192640
230147,1216445
230148,1216620
230149,1220894
230150,1254153
230151,1331086
230152,1358275
230153,1407419
230154,1424146
230155,1437969
230156,1482053
230157,1509290
230158,1588484
230159,1644671
230160,1674464
230161,1712504
230162,1761152
230163,1832132
230164,1846143
230165,290697
230166,314081
230167,316561
230168,332179
230169,351666
230170,370838
230171,396232
230172,408785
230173,432051
230174,440085
230175,448099
230176,456258
230177,462373
230178,473957
230179,489044
230180,517726
230181,532765
230182,578516
230183,602942
230184,615876
230185,636782
230186,663391
230187,706055
230188,708884
230189,750491
230190,756539
230191,772306
230192,777006
230193,778413
230194,794723
230195,837812
230196,874428
230197,880537
230198,928176
230199,966022
230200,1010235
230201,1058418
230202,1130330
230203,1150011
230204,1194386
230205,1232847
230206,1258374
230207,1325042
230208,1349869
230209,1353076
230210,1366521
230211,1381570
230212,1388143
230213,1439780
230214,1483176
230215,1500227
230216,1517443
230217,1585731
230218,1652103
230219,1721491
230220,1763205
230221,1765690
230222,1766705
230223,1767336
230224,1794203
230225,1851190
230238,14570
230239,36291
230240,74618
230241,94054
230242,96424
230243,97222
230244,97950
230245,111771
230246,138609
230247,95181
230248,97380
230249,138650
230250,138804
230251,143011
230252,183751
230253,261205
230254,297911
230255,323089
230256,372870
230257,469385
230258,658181
230259,1003460
230260,1085229
230261,1106167
230262,1416998
230295,863106
230296,898316
230297,918785
230298,921234
230299,951162
230300,977256
230301,1033305
230302,1091929
230303,1154567
230304,1169425
230305,1171478
230306,1203436
230307,1273479
230308,1333484
230309,1416042
230310,1634791
230399,747800
230400,747808
230401,748173
230402,783300
230403,860064
230404,870981
230405,949675
230406,951129
230407,1076525
230408,1267479
230409,1353432
230410,1355494
230411,1408531
230412,1444720
230413,1466918
230414,1531109
230415,1551179
230416,1552267
230417,1557812
230418,1585765
230419,1618447
230420,1674493
230421,1687761
230422,1758003
230423,1810810
230424,1816946
230425,1855967
230460,1477708
230461,1533011
230462,1637942
230463,1710245
230464,1751210
230465,1807102
230466,1859609
230535,93859
230536,94275
230537,99218
230538,135242
230539,149406
230540,184092
230541,214126
230542,316054
230543,322788
230544,335561
230545,373218
230546,392957
230547,411274
230548,475752
230549,500123
230550,549068
230551,577647
230552,646892
230553,676592
230554,718281
230555,757990
230556,828713
230557,850165
230565,1858188
230566,10942
230567,14696
230568,17611
230569,28308
230570,51377
230571,55476
230572,60771
230573,86656
230574,106479
230575,126486
230576,152897
230577,211047
230578,271982
230579,279145
230580,281141
230581,307614
230582,345488
230583,379403
230584,390514
230585,426453
230586,453026
230587,466527
230588,476988
230589,500084
230590,549171
230591,603752
230592,622189
230593,673335
230594,717005
230595,774094
230596,801388
230597,854224
230598,896563
230599,1210649
230600,1281991
230601,1348732
230602,1416314
230603,1469836
230604,1534471
230605,1628164
230606,1685320
230607,1741057
230608,1780231
230609,1856448
230613,746559
230614,746561
230615,764299
230616,767557
230617,767564
230618,767586
230619,767590
230620,768093
230621,807932
230622,853516
230623,894744
230624,913324
230625,932596
230626,946215
230627,974889
230628,1032626
230629,1076603
230630,1100272
230631,1128187
230632,1149708
230633,1197771
230634,1272968
230635,1334043
230636,1360187
230637,1486769
230638,1499259
230639,1552553
230640,1556560
230641,1557585
230642,1563257
230643,1563898
230644,1565032
230645,1569661
230646,1601812
230647,1628100
230648,1656260
230649,1677181
230650,1738918
230651,1807483
230652,1846252
230659,158874
230660,205902
230661,283777
230662,284188
230663,300023
230664,320182
230665,320821
230666,345926
230667,384744
230668,434368
230669,462643
230670,478545
230671,504919
230672,547766
230673,571015
230674,600850
230675,632614
230676,679899
230677,690733
230678,726995
230679,768673
230680,789161
230681,813003
230682,857837
230683,896622
230684,958755
230685,1175121
230838,3712
230839,16133
230840,24802
230841,35244
230842,44028
230843,52644
230844,62906
230845,97617
230846,132164
230847,150419
230848,279136
230849,280112
230850,312593
230851,323001
230852,335490
230853,373763
230854,406628
230855,466429
230856,480204
230857,520267
230858,544880
230859,577637
230860,634922
230861,654268
230862,667020
230863,716866
230864,756337
230865,820962
230866,831603
230867,864042
230868,909943
230869,928112
230870,988367
230871,1003104
230872,1022670
230873,1080673
230874,1126152
230875,1210887
230876,1236012
230877,1284520
230878,1287679
230879,1329884
230880,1383168
230881,1470643
230882,1479369
230883,1495161
230884,1531844
230885,1534489
230886,1543154
230887,1610086
230888,1698087
230889,1747101
230890,1812451
230891,1813089
230892,1815333
230893,1853400
230894,742961
230895,743166
230896,743180
230897,743272
230898,743332
230899,743674
230900,746071
230901,778996
230902,691073
230903,723311
230904,782368
230905,815758
230906,859212
230907,860051
230908,902935
230909,950639
230910,975475
230911,996173
230912,1027950
230913,1076585
230914,1155383
230915,1196065
230916,1244669
230917,1270608
230918,1333450
230919,1416331
230920,1450823
230921,1485293
230922,1500808
230923,1541467
230924,1546394
230925,1550861
230926,1597232
230927,1682583
230928,1723143
230929,1758289
230930,1792010
230931,1849220
231079,858252
231080,889666
231081,932641
231082,952761
231083,984051
231084,1031485
231085,1077286
231086,1135549
231087,1207362
231088,1269414
231089,1329827
231090,1384439
231091,1452509
231092,1552871
231093,1586232
231094,1651644
231095,1721335
231096,1791974
231097,1854343
231154,6954
231155,12042
231156,14332
231157,21961
231158,41454
231159,48989
231160,60695
231161,63178
231162,77196
231163,86978
231164,100694
231165,125789
231166,166633
231167,188781
231168,216616
231169,300586
231170,318137
231171,353181
231172,379502
231173,410957
231174,457759
231175,475146
231176,511245
231177,542580
231178,577736
231179,625883
231180,1712262
231181,1719505
231192,859266
231193,888757
231194,928259
231195,967912
231196,1019975
231197,1053141
231198,1066985
231199,1125143
231200,1184521
231201,1260219
231202,1333025
231203,1394860
231204,1444635
231205,1499046
231206,1525805
231207,1587256
231208,1650990
231209,1717598
231210,1790112
231211,1850771
231224,127527
231225,148740
231226,212515
231227,284466
231228,1215655
231229,1253636
231230,1322121
231231,1376305
231232,1442192
231233,1593471
231234,1642403
231235,1711336
231236,1759313
231237,1782768
231238,1844246
231283,9386
231284,9387
231285,16016
231286,31208
231287,45834
231288,46735
231289,59286
231290,69073
231291,90150
231292,96563
231293,117238
231294,145160
231295,173657
231296,196923
231297,209096
231298,286602
231299,328728
231300,367316
231301,405649
231302,418149
231303,444493
231304,485731
231305,529718
231306,571576
231307,613334
231308,659699
231309,705081
231310,748692
231311,791566
231312,839254
231313,877654
231314,920601
231315,962208
231316,1041015
231317,1059553
231318,1119713
231319,1175187
231320,1272908
231321,1317310
231322,1375219
231323,1552504
231324,1567096
231325,1574782
231326,1641383
231327,1703799
231328,1768533
231329,1775617
231330,1838896
231335,9257
231336,15126
231337,17090
231338,21073
231339,27798
231340,39405
231341,51685
231342,70609
231343,83143
231344,106447
231438,5185
231439,11956
231440,14455
231441,17949
231442,24549
231443,31990
231444,44561
231445,52456
231446,60052
231447,74034
231448,86113
231449,103195
231450,126420
231451,153830
231452,172786
231453,205345
231454,262380
231455,299953
231456,320539
231457,340977
231458,358641
231459,375750
231460,417775
231461,460705
231462,478052
231463,497256
231464,539343
231465,562899
231466,581355
231467,623521
231468,644581
231469,647736
231470,672174
231471,694352
231472,714844
231473,737587
231474,740529
231475,760682
231476,806198
231477,825196
231478,846357
231479,887886
231480,934080
231481,970032
231482,998540
231483,1019873
231484,1072176
231485,1095225
231486,1129565
231487,1183174
231488,1224933
231489,1258763
231490,1336125
231495,8417
231496,44764
231497,65619
231498,79800
231499,90656
231500,109773
231501,134838
231502,201328
231503,209033
231504,282988
231505,319029
231506,362099
231507,397367
231508,433178
231509,475784
231510,524219
231511,561044
231512,598322
231513,648164
231514,703450
231515,740558
231516,780431
231517,826714
231528,1103692
231529,1220953
231530,1292392
231531,1356157
231532,1361108
231533,1430335
231534,1477814
231535,1487587
231536,1551060
231537,1552889
231538,1622062
231539,1627131
231540,1682888
231541,1751924
231542,1757918
231543,1762484
231544,1824074
231763,11031
231764,13732
231765,17077
231766,19309
231767,21331
231768,27728
231769,47607
231770,7600
231771,7601
231772,11968
231773,14947
231774,16811
231775,36439
231776,46080
231777,47659
231778,64030
231779,78379
231780,85846
231781,101782
231782,132179
231783,153788
231784,206266
231785,260289
231786,315268
231787,340544
231788,377380
231789,412670
231790,472303
231791,499540
231792,547796
231793,578534
231794,644535
231795,677775
231796,715241
231797,753965
231798,786746
231799,822283
231800,852082
231801,894108
231802,926061
231803,993025
231804,1027980
231805,1074779
231806,1128331
231807,1218352
231808,1276566
231809,1333459
231810,1381539
231811,1480467
231812,1534117
231813,1602134
231814,1649099
231815,1751896
231816,1757536
231817,1793727
231818,1851108
231839,1814
231840,1815
231841,10573
231842,13346
231843,16612
231844,20118
231845,31070
231846,45796
231847,50242
231848,64272
231849,73919
231850,86345
231851,104798
231852,123976
231853,135385
231854,153522
231855,183759
231856,197459
231857,201844
231858,259592
231859,270683
231860,299112
231861,347968
231862,356460
231863,379581
231864,392762
231865,419378
231866,424988
231867,426013
231868,460492
231869,476309
231870,499762
231871,519089
231872,542592
231873,559880
231874,587076
231875,593282
231876,630868
231877,677722
231878,725047
231879,731584
231880,737657
231881,764979
231882,770495
231883,809482
231884,831872
231885,858098
231886,863504
231887,894666
231888,898128
231889,915258
231890,936004
231891,945813
231892,974431
231893,1026037
231894,1074049
231895,1086201
231896,1135608
231897,1195574
231898,1213396
231899,1214533
231900,1268995
231901,1298524
231902,1333442
231903,1351591
231904,1364471
231905,1394314
231906,1410066
231907,1452665
231908,1474779
231909,1483228
231910,1532077
231911,1556591
231912,1599766
231913,1613310
231914,1668148
231915,1679805
231916,1697679
231917,1731122
231918,1745218
231919,1751052
231920,1761037
231921,1763313
231922,1767131
231923,1770897
231924,1794012
231925,1823834
231926,1851372
231927,345227
231928,858354
231929,873142
231930,918303
231931,945001
231932,980759
231933,996957
231934,1032643
231935,1083536
231936,1111367
231937,1171453
231938,1207401
231939,1212599
231940,1231041
231941,1232894
231942,1279286
231943,1293674
231944,1348902
231945,1353120
231946,1367716
231947,1409532
231948,1462262
231949,1541913
231950,1615749
231951,1636095
